athletics,M,400 metres,1976 Montreal,1, Alberto Juantorena,Cuba,CUB,North America
athletics,M,400 metres,1976 Montreal,2, Fred Newhouse,United States,USA,North America
athletics,M,400 metres,1976 Montreal,3, Herman Frazier,United States,USA,North America
athletics,M,400 metres,1980 Moscow,1, Viktor Markin,Soviet Union,URS,Asia
athletics,M,400 metres,1980 Moscow,2, Rick Mitchell,Australia,AUS,Oceania
athletics,M,400 metres,1980 Moscow,3, Frank Schaffer,East Germany,GDR,Europe
athletics,M,400 metres,1984 Los Angeles,1, Alonzo Babers,United States,USA,North America
athletics,M,400 metres,1984 Los Angeles,2, Gabriel Tiacoh,Ivory Coast (Côte d'Ivoire),CIV,Africa
athletics,M,400 metres,1984 Los Angeles,3, Antonio McKay,United States,USA,North America
athletics,M,400 metres,1988 Seoul,1, Steve Lewis,United States,USA,North America
athletics,M,400 metres,1988 Seoul,2, Butch Reynolds,United States,USA,North America
athletics,M,400 metres,1988 Seoul,3, Danny Everett,United States,USA,North America
athletics,M,400 metres,1992 Barcelona,1, Quincy Watts,United States,USA,North America
athletics,M,400 metres,1992 Barcelona,2, Steve Lewis,United States,USA,North America
athletics,M,400 metres,1992 Barcelona,3, Samson Kitur,Kenya,KEN,Africa
athletics,M,400 metres,1996 Atlanta,1, Michael Johnson,United States,USA,North America
athletics,M,400 metres,1996 Atlanta,2, Roger Black,Great Britain,GBR,Europe
athletics,M,400 metres,1996 Atlanta,3, Davis Kamoga,Uganda,UGA,Africa
athletics,M,400 metres,2000 Sydney,1, Michael Johnson,United States,USA,North America
athletics,M,400 metres,2000 Sydney,2, Alvin Harrison,United States,USA,North America
athletics,M,400 metres,2000 Sydney,3, Greg Haughton,Jamaica,JAM,North America
athletics,M,400 metres,2004 Athens,1, Jeremy Wariner,United States,USA,North America
athletics,M,400 metres,2004 Athens,2, Otis Harris,United States,USA,North America
athletics,M,400 metres,2004 Athens,3, Derrick Brew,United States,USA,North America
athletics,M,400 metres,2008 Beijing,1, LaShawn Merritt,United States,USA,North America
athletics,M,400 metres,2008 Beijing,2, Jeremy Wariner,United States,USA,North America
athletics,M,400 metres,2008 Beijing,3, David Neville,United States,USA,North America
athletics,M,400 metres,2012 London,1, Kirani James,Grenada,GRN,North America
athletics,M,400 metres,2012 London,2, Luguelín Santos,Dominican Republic,DOM,North America
athletics,M,400 metres,2012 London,3, Lalonde Gordon,Trinidad and Tobago,TRI,South America
athletics,M,800 metres,1896 Athens,1, Edwin Flack,Australia,AUS,Oceania
athletics,M,800 metres,1896 Athens,2, Nándor Dáni,Hungary,HUN,Europe
